ADDRESS,NEIGHBOURHOOD_NAME,WARD,ZONING,SECTOR,SIZE (m2),TYPOLOGY,KNOWN PLANNING APPLICATIONS,OWNERSHIP_TYPE,GROUPS,LATITUDE,LONGITUDE,LOCATION,Geometry Point
2225 44 AVENUE NW,Larkspur,12,RA7,Southeast,8537.034,Established,NA,PRIVATE,,53.4807221723756,-113.377594706372,"(53.4807221723756, -113.377594706372)",POINT (-113.377594706372 53.4807221723756)
10334 96 STREET NW,Boyle Street,6,DC1,Central,307.828,Central Core,NA,PRIVATE,,53.5470348657139,-113.484081072063,"(53.5470348657139, -113.484081072063)",POINT (-113.484081072063 53.5470348657139)
12720 87 STREET NW,Killarney,7,RF4,Central,547.414,Mature,"1) House Development Permit: Job No 149603401-001: To construct a Single Detached House with a front veranda, fireplace, rear uncovered rear deck (3.05m x 4.27m) and basement development (Secondary Suite (2 Bedroom)) 2) Accessory Building Development Permit: Job No 149603401-002: To construct an Accessory Building (6.71m X 7.32m Detached Garage: Job No 149603401-002: To construct an Accessory Building (6.71m X 7.32m Detached Garage)",PRIVATE,152,53.5850780842493,-113.474912541587,"(53.5850780842493, -113.474912541587)",POINT (-113.474912541587 53.5850780842493)
12713 119 STREET NW,Calder,2,CNC,Central,397.035,Mature,NA,PRIVATE,,53.5852573440661,-113.526328240308,"(53.5852573440661, -113.526328240308)",POINT (-113.526328240308 53.5852573440661)
7812 118 AVENUE NW,Eastwood,7,CB2,Central,390.336,Mature,NA,PRIVATE,,53.5706583121377,-113.461712268326,"(53.5706583121377, -113.461712268326)",POINT (-113.461712268326 53.5706583121377)
1017 WILDWOOD COURT NW,Wild Rose,12,RSL,Southeast,466.182,Established,NA,PRIVATE,213,53.4667052072821,-113.369175973761,"(53.4667052072821, -113.369175973761)",POINT (-113.369175973761 53.4667052072821)
9556 99A STREET NW,Strathcona,8,RF3,Central,566.691,Central Core,NA,PRIVATE,,53.5341956360378,-113.485820150304,"(53.5341956360378, -113.485820150304)",POINT (-113.485820150304 53.5341956360378)
14304 STONY PLAIN ROAD NW,Grovenor,6,RF3,Central,382.054,Mature,NA,MUNICIPAL,157,53.5430456928935,-113.567839706639,"(53.5430456928935, -113.567839706639)",POINT (-113.567839706639 53.5430456928935)
9617 118 AVENUE NW,Alberta Avenue,7,CB2,Central,430.79,Mature,NA,PRIVATE,110,53.5701401851288,-113.491391015312,"(53.5701401851288, -113.491391015312)",POINT (-113.491391015312 53.5701401851288)
9348 105 AVENUE NW,Boyle Street,6,RA7,Central,374.417,Central Core,NA,PRIVATE,13,53.5500270376003,-113.480361820283,"(53.5500270376003, -113.480361820283)",POINT (-113.480361820283 53.5500270376003)
8807 99 AVENUE NW,Riverdale,6,DC1,Central,595.117,Central Core,NA,PRIVATE,,53.540918414811,-113.466308223987,"(53.540918414811, -113.466308223987)",POINT (-113.466308223987 53.540918414811)
13549 117 STREET NW,Kensington,2,RF1,Central,943.398,Mature,,PRIVATE,154,53.5985245862406,-113.522918857333,"(53.5985245862406, -113.522918857333)",POINT (-113.522918857333 53.5985245862406)
10020 142 STREET NW,Grovenor,6,RF1,Central,681.731,Mature,NA,PRIVATE,,53.5406613465497,-113.566076713021,"(53.5406613465497, -113.566076713021)",POINT (-113.566076713021 53.5406613465497)
12320 49 STREET NW,Bergman,7,RF1,Central,287.722,Mature,NA,PRIVATE,138,53.5790509351135,-113.417279466584,"(53.5790509351135, -113.417279466584)",POINT (-113.417279466584 53.5790509351135)
9555 106 AVENUE NW,McCauley,6,RF6,Central,374.366,Central Core,NA,PRIVATE,51,53.5506371811965,-113.484540664989,"(53.5506371811965, -113.484540664989)",POINT (-113.484540664989 53.5506371811965)
11020 108 AVENUE NW,Queen Mary Park,6,RA7,Central,697.331,Central Core,NA,PRIVATE,,53.5527705508352,-113.511458147415,"(53.5527705508352, -113.511458147415)",POINT (-113.511458147415 53.5527705508352)
11048 95 STREET NW,McCauley,6,CB1,Central,291.244,Central Core,NA,PRIVATE,,53.5591083533776,-113.486900189157,"(53.5591083533776, -113.486900189157)",POINT (-113.486900189157 53.5591083533776)
11331 99 AVENUE NW,Oliver,6,DC2,Central,2157.99,Central Core,NA,PRIVATE,,53.536900821527,-113.517224689275,"(53.536900821527, -113.517224689275)",POINT (-113.517224689275 53.536900821527)
9324 103A AVENUE NW,Boyle Street,6,RF6,Central,307.024,Central Core,NA,PRIVATE,15,53.5485211611011,-113.478334483357,"(53.5485211611011, -113.478334483357)",POINT (-113.478334483357 53.5485211611011)
10575 111 STREET NW,Queen Mary Park,6,PU,Central,696.699,Central Core,NA,PRIVATE,93,53.5493661161162,-113.511689517608,"(53.5493661161162, -113.511689517608)",POINT (-113.511689517608 53.5493661161162)
9620 104 STREET NW,Rossdale,6,DC1,Central,649.603,Central Core,NA,MUNICIPAL,75,53.5332245179766,-113.499769579315,"(53.5332245179766, -113.499769579315)",POINT (-113.499769579315 53.5332245179766)
9516 107A AVENUE NW,McCauley,6,DC2,Central,375.254,Central Core,NA,PRIVATE,,53.55399122434,-113.484567718983,"(53.55399122434, -113.484567718983)",POINT (-113.484567718983 53.55399122434)
10612 98 STREET NW,McCauley,6,CB2,Central,366.126,Central Core,NA,PRIVATE,58,53.5503624560236,-113.490630495692,"(53.5503624560236, -113.490630495692)",POINT (-113.490630495692 53.5503624560236)
14326 STONY PLAIN ROAD NW,Grovenor,6,RF3,Central,417.253,Mature,NA,MUNICIPAL,157,53.5429941724809,-113.56859779663,"(53.5429941724809, -113.56859779663)",POINT (-113.56859779663 53.5429941724809)
12850 127 STREET NW,Athlone,2,CNC,Central,324.841,Mature,NA,PRIVATE,156,53.587208965932,-113.541657468387,"(53.587208965932, -113.541657468387)",POINT (-113.541657468387 53.587208965932)
11827 97 STREET NW,Alberta Avenue,7,CNC,Central,411.259,Mature,NA,PRIVATE,108,53.5712652496372,-113.491520630423,"(53.5712652496372, -113.491520630423)",POINT (-113.491520630423 53.5712652496372)
11960 104 AVENUE NW,Oliver,6,CB2,Central,25531.097,Central Core,1) Rezoning: To rezone from CB2 to AP,PRIVATE,64,53.5471528289702,-113.527379735324,"(53.5471528289702, -113.527379735324)",POINT (-113.527379735324 53.5471528289702)
8303 118 AVENUE NW,Parkdale,7,CB2,Central,367.961,Mature,NA,PRIVATE,119,53.5701665215051,-113.469234564538,"(53.5701665215051, -113.469234564538)",POINT (-113.469234564538 53.5701665215051)
1011 WILDWOOD COURT NW,Wild Rose,12,RSL,Southeast,474.403,Established,NA,PRIVATE,,53.4667302053252,-113.369763225565,"(53.4667302053252, -113.369763225565)",POINT (-113.369763225565 53.4667302053252)
4520 118 AVENUE NW,Beacon Heights,7,CB1,Central,292.446,Mature,NA,PRIVATE,147,53.5706227246719,-113.411959425949,"(53.5706227246719, -113.411959425949)",POINT (-113.411959425949 53.5706227246719)
2610 109 STREET NW,Ermineskin,10,DC2,Southwest,2301.929,Established,"1) Major Development Permit: Job No 71663749-008: To revise the design of the building elevations of a 176 dwelling Apartment House, Tower T5, Century Park Central Tower, reference Development Permit 71663749-005). 2) Rezoning: To rezone from DC2, CSC to DC2",PRIVATE,,53.4573720331147,-113.511410303002,"(53.4573720331147, -113.511410303002)",POINT (-113.511410303002 53.4573720331147)
11306 79 STREET NW,Edmonton Northlands,7,RA7,Central,368.041,Mature,NA,MUNICIPAL,126,53.5629680973402,-113.46294882576,"(53.5629680973402, -113.46294882576)",POINT (-113.46294882576 53.5629680973402)
10425 107 AVENUE NW,Central McDougall,6,CB1,Central,697.832,Central Core,NA,PRIVATE,30,53.5511634605575,-113.500502130057,"(53.5511634605575, -113.500502130057)",POINT (-113.500502130057 53.5511634605575)
13156 FORT ROAD NW,Belvedere,4,CB1,Central,2324.152,Mature,"1) Minor Development Permit: Job No 142363773-001: To demolish (1building a Food Store and attached Car Wash, a Gas Bar Canopy and Surface Island and Curbing).",PRIVATE,,53.5919500969468,-113.431649934799,"(53.5919500969468, -113.431649934799)",POINT (-113.431649934799 53.5919500969468)
9537 103A AVENUE NW,Boyle Street,6,DC1,Central,374.104,Central Core,NA,PRIVATE,3,53.5473113840187,-113.481989858816,"(53.5473113840187, -113.481989858816)",POINT (-113.481989858816 53.5473113840187)
4613 118 AVENUE NW,Beverly Heights,7,CB1,Central,279.113,Mature,NA,PRIVATE,150,53.5701050620076,-113.412984709554,"(53.5701050620076, -113.412984709554)",POINT (-113.412984709554 53.5701050620076)
2023 61 STREET NW,Meyokumin,11,RF1,Southeast,629.587,Established,NA,PRIVATE,,53.4522693319631,-113.430759518231,"(53.4522693319631, -113.430759518231)",POINT (-113.430759518231 53.4522693319631)
9603 105 STREET NW,Rossdale,6,DC1,Central,549.198,Central Core,NA,MUNICIPAL,80,53.5326755513732,-113.500782057195,"(53.5326755513732, -113.500782057195)",POINT (-113.500782057195 53.5326755513732)
10357 95 STREET NW,Boyle Street,6,RA7,Central,374.127,Central Core,NA,PRIVATE,14,53.5484251450824,-113.480105038041,"(53.5484251450824, -113.480105038041)",POINT (-113.480105038041 53.5484251450824)
10258 92 STREET NW,Boyle Street,6,DC1,Central,358.651,Central Core,NA,PRIVATE,6,53.5475065115845,-113.475058072196,"(53.5475065115845, -113.475058072196)",POINT (-113.475058072196 53.5475065115845)
9534 104 AVENUE NW,Boyle Street,6,RA7,Central,374.17,Central Core,NA,PRIVATE,9,53.5486999062026,-113.482501408924,"(53.5486999062026, -113.482501408924)",POINT (-113.482501408924 53.5486999062026)
10349 122 STREET NW,Oliver,6,RA7,Central,526.067,Central Core,NA,PRIVATE,63,53.5461128090204,-113.531937721284,"(53.5461128090204, -113.531937721284)",POINT (-113.531937721284 53.5461128090204)
8505 115 AVENUE NW,Parkdale,7,CNC,Central,442.489,Mature,NA,PRIVATE,118,53.5655848141554,-113.472153806107,"(53.5655848141554, -113.472153806107)",POINT (-113.472153806107 53.5655848141554)
7303 83 AVENUE NW,Kenilworth,8,RF4,Central,398.987,Mature,NA,PRIVATE,189,53.5187675640586,-113.440132701065,"(53.5187675640586, -113.440132701065)",POINT (-113.440132701065 53.5187675640586)
9524 RIVERSIDE DRIVE NW,Crestwood,1,RF1,Central,1579.611,Mature,NA,PRIVATE,160,53.5327728639217,-113.561526030451,"(53.5327728639217, -113.561526030451)",POINT (-113.561526030451 53.5327728639217)
11710 90 STREET NW,Alberta Avenue,7,RF3,Central,367.641,Mature,"1) Accessory Building Development Permit: Job No 122060107-006: To construct an Accessory Building (Rear Detached Garage - 6.10m x 6.10m) 2) Minor Development Permit: Job No 143794408-001: To develop a Secondary Suite (modify interior side stairs, add a front interior stairs, and add 2 cantilevers to a modular single detached house)",PRIVATE,113,53.5692998456976,-113.480148895661,"(53.5692998456976, -113.480148895661)",POINT (-113.480148895661 53.5692998456976)
4216 WHITEMUD ROAD NW,Ramsay Heights,9,RF1,Southwest,1619.936,Established,NA,PRIVATE,,53.4828381694073,-113.586236526286,"(53.4828381694073, -113.586236526286)",POINT (-113.586236526286 53.4828381694073)
4707 154 STREET NW,Ramsay Heights,9,RF1,Southwest,764.739,Established,NA,PRIVATE,,53.4858294813407,-113.583933591715,"(53.4858294813407, -113.583933591715)",POINT (-113.583933591715 53.4858294813407)
15035 125 STREET NW,Baranow,2,IB,North,4906.217,Established,NA,PRIVATE,195,53.6123232517257,-113.5373633641,"(53.6123232517257, -113.5373633641)",POINT (-113.5373633641 53.6123232517257)
10110 81 AVENUE NW,Ritchie,11,DC2,Central,403.591,Mature,NA,PRIVATE,,53.5173407791811,-113.491899191665,"(53.5173407791811, -113.491899191665)",POINT (-113.491899191665 53.5173407791811)
12103 121 AVENUE NW,Prince Charles,2,IM,Central,567,Mature,NA,PRIVATE,,53.5745975496129,-113.531393260722,"(53.5745975496129, -113.531393260722)",POINT (-113.531393260722 53.5745975496129)
10129 90 STREET NW,Riverdale,6,RF2,Central,695.957,Central Core,NA,PRIVATE,70,53.5440224453841,-113.469958778107,"(53.5440224453841, -113.469958778107)",POINT (-113.469958778107 53.5440224453841)
10726 96 STREET NW,McCauley,6,RA7,Central,307.073,Central Core,NA,PRIVATE,36,53.5529879732951,-113.486946195235,"(53.5529879732951, -113.486946195235)",POINT (-113.486946195235 53.5529879732951)
10623 95 STREET NW,McCauley,6,RA7,Central,358.316,Central Core,NA,PRIVATE,52,53.5519220289443,-113.482179936321,"(53.5519220289443, -113.482179936321)",POINT (-113.482179936321 53.5519220289443)
4903 124 AVENUE NW,Bergman,7,RF1,Central,287.75,Mature,NA,PRIVATE,145,53.5796669926751,-113.417278634774,"(53.5796669926751, -113.417278634774)",POINT (-113.417278634774 53.5796669926751)
10425 61 AVENUE NW,Pleasantview,10,RF4,Central,971.804,Mature,NA,PRIVATE,174,53.4977816089885,-113.498853728024,"(53.4977816089885, -113.498853728024)",POINT (-113.498853728024 53.4977816089885)
9544 104 AVENUE NW,Boyle Street,6,RA7,Central,374.234,Central Core,NA,PRIVATE,10,53.5486254568241,-113.482939732482,"(53.5486254568241, -113.482939732482)",POINT (-113.482939732482 53.5486254568241)
12439 48 STREET NW,Bergman,7,AGU,Central,287.866,Mature,NA,PRIVATE,140,53.5813881543556,-113.414865491923,"(53.5813881543556, -113.414865491923)",POINT (-113.414865491923 53.5813881543556)
12410 49 STREET NW,Bergman,7,AGU,Central,287.657,Mature,NA,PRIVATE,137,53.580326641307,-113.417277822469,"(53.580326641307, -113.417277822469)",POINT (-113.417277822469 53.580326641307)
8103 118 AVENUE NW,Parkdale,7,CB2,Central,162.343,Mature,NA,PRIVATE,,53.5702212048006,-113.465891900854,"(53.5702212048006, -113.465891900854)",POINT (-113.465891900854 53.5702212048006)
9647 106 AVENUE NW,McCauley,6,RA8,Central,375.593,Central Core,NA,PRIVATE,44,53.5501209235061,-113.487565994842,"(53.5501209235061, -113.487565994842)",POINT (-113.487565994842 53.5501209235061)
10634 154 STREET NW,Canora,1,RF3,Central,687.574,Mature,NA,PRIVATE,163,53.550561213317,-113.586861651227,"(53.550561213317, -113.586861651227)",POINT (-113.586861651227 53.550561213317)
12320 49 STREET NW,Bergman,7,RF1,Central,287.745,Mature,NA,PRIVATE,138,53.5790509351135,-113.417279466584,"(53.5790509351135, -113.417279466584)",POINT (-113.417279466584 53.5790509351135)
14629 125 STREET NW,Baranow,2,RF5,North,5691.173,Established,1) Rezoning: To rezone from RF4 to RF5,PRIVATE,198,53.6096254949296,-113.537962695668,"(53.6096254949296, -113.537962695668)",POINT (-113.537962695668 53.6096254949296)
9603 105 STREET NW,Rossdale,6,DC1,Central,150.245,Central Core,NA,MUNICIPAL,78,53.5326755513732,-113.500782057195,"(53.5326755513732, -113.500782057195)",POINT (-113.500782057195 53.5326755513732)
11833 38 STREET NW,Beacon Heights,7,RF3,Central,575.886,Mature,1) Minor Development Permit: Job No 140036305-001: To demolish existing House and detached Garage. 2) Major Development Permit: Job No 149138526-001: To construct 3 Dwellings of Row Housing with a mutual rear detached Garage.,PRIVATE,,53.5714704257937,-113.399968688891,"(53.5714704257937, -113.399968688891)",POINT (-113.399968688891 53.5714704257937)
7624 91 AVENUE NW,Holyrood,8,RF1,Central,546.038,Mature,NA,PRIVATE,,53.5262041658091,-113.445897503699,"(53.5262041658091, -113.445897503699)",POINT (-113.445897503699 53.5262041658091)
12466 47 STREET NW,Bergman,7,RF1,Central,287.888,Mature,NA,PRIVATE,144,53.5813885408314,-113.414202587517,"(53.5813885408314, -113.414202587517)",POINT (-113.414202587517 53.5813885408314)
2448 TEGLER GREEN NW,Terwillegar Towne,9,RF1,Southwest,629.094,Established,NA,PRIVATE,,53.4534513960003,-113.576850940269,"(53.4534513960003, -113.576850940269)",POINT (-113.576850940269 53.4534513960003)
10616 95 STREET NW,McCauley,6,RA7,Central,308.31,Central Core,NA,PRIVATE,46,53.5516358051703,-113.48274236301,"(53.5516358051703, -113.48274236301)",POINT (-113.48274236301 53.5516358051703)
10737 95 STREET NW,McCauley,6,CNC,Central,229.896,Central Core,NA,PRIVATE,,53.5540718031312,-113.483351673615,"(53.5540718031312, -113.483351673615)",POINT (-113.483351673615 53.5540718031312)
10743 105 STREET NW,Central McDougall,6,RA8,Central,696.07,Central Core,NA,PRIVATE,27,53.5526843582375,-113.500549422915,"(53.5526843582375, -113.500549422915)",POINT (-113.500549422915 53.5526843582375)
9538C 109 AVENUE NW,McCauley,6,DC1,Central,373.958,Central Core,NA,PRIVATE,,53.5563976210269,-113.486996641431,"(53.5563976210269, -113.486996641431)",POINT (-113.486996641431 53.5563976210269)
12540 151 AVENUE NW,Baranow,2,IB,North,6150.48,Established,NA,PRIVATE,,53.613759127833,-113.539267272273,"(53.613759127833, -113.539267272273)",POINT (-113.539267272273 53.613759127833)
6039 105 STREET NW,Pleasantview,10,RF4,Central,725.027,Mature,NA,PRIVATE,174,53.4976008893564,-113.498853583371,"(53.4976008893564, -113.498853583371)",POINT (-113.498853583371 53.4976008893564)
10730 96 STREET NW,McCauley,6,RA7,Central,307.072,Central Core,NA,PRIVATE,36,53.5530749393953,-113.486987999067,"(53.5530749393953, -113.486987999067)",POINT (-113.486987999067 53.5530749393953)
58 ST GEORGE'S CRESCENT NW,Glenora,6,RF1,Central,1624.5,Mature,NA,PROVINCIAL,129,53.5393228143252,-113.553091204183,"(53.5393228143252, -113.553091204183)",POINT (-113.553091204183 53.5393228143252)
11232 78 STREET NW,Cromdale,7,RA7,Central,201.951,Mature,NA,PRIVATE,120,53.5610750292198,-113.461835807292,"(53.5610750292198, -113.461835807292)",POINT (-113.461835807292 53.5610750292198)
11742 91 STREET NW,Alberta Avenue,7,RF3,Central,351.035,Mature,NA,PRIVATE,,53.5699306059377,-113.481654073474,"(53.5699306059377, -113.481654073474)",POINT (-113.481654073474 53.5699306059377)
1095 HERMITAGE ROAD NW,Homesteader,4,AGU,Northeast,278297.009,Established,1) Major Development Permit: Job No 119699346-074: To construct a Minor Impact Utiility Service (berm) on a portion of a Site (Domtar). 2) Rezoning: To rezone from AGI to DC1,PRIVATE,192,53.581776387859,-113.399830917467,"(53.581776387859, -113.399830917467)",POINT (-113.399830917467 53.581776387859)
9438 156 STREET NW,Meadowlark Park,1,DC2,Central,632.8,Mature,NA,PRIVATE,167,53.531098232345,-113.590843082069,"(53.531098232345, -113.590843082069)",POINT (-113.590843082069 53.531098232345)
10858 92 STREET NW,McCauley,6,DC1,Central,214.717,Central Core,NA,PRIVATE,,53.5568329462764,-113.480941365072,"(53.5568329462764, -113.480941365072)",POINT (-113.480941365072 53.5568329462764)
516 HILLCREST POINT NW,Patricia Heights,5,RSL,Central,962.345,Mature,NA,PRIVATE,168,53.5046877339408,-113.591473981195,"(53.5046877339408, -113.591473981195)",POINT (-113.591473981195 53.5046877339408)
10504 83 AVENUE NW,Strathcona,8,RA7,Central,404.572,Central Core,NA,PRIVATE,85,53.5193470960431,-113.500676757589,"(53.5193470960431, -113.500676757589)",POINT (-113.500676757589 53.5193470960431)
