Genus Name,Species Name,Common Name,species,bio01,bio02,bio03,bio04,bio05,bio06,bio12,bio16,bio17,embergerQ
Deutzia,gracilis,Slender pride-of-rochester,Deutzia gracilis,11.3,8.83,28.43,813.86,27.04,-4.04,1631.2,630.02,190.82,185.51
Deutzia,grandiflora,Deutzia grandiflora,Deutzia grandiflora,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Deutzia,parviflora,Mongolian pride-of-rochester,Deutzia parviflora,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Deutzia,scabra,Fuzzy pride-of-rochester,Deutzia scabra,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Deutzia,x elegantissima,Deutzia x elegantissima,Deutzia x elegantissima,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dialium,cochinchinense,Velvet Tamarind,Dialium cochinchinense,26.26,9.12,57.83,185.56,33.58,17.61,1633.89,882.71,41.54,355.61
Dialium,guianense,Tamarindo de montaña,Dialium guianense,25.46,9.49,74.92,94.49,32.06,19.16,2427.31,974.97,248.37,660.29
Dialium,guineense,West African velvet tamarind,Dialium guineense,26.75,9.31,68.54,133.84,34.21,20.54,1250.34,601.25,42.74,317.58
Diatenopteryx,sorbifolia,suiquillo,Diatenopteryx sorbifolia,20.57,11.77,58.42,310.98,30.05,9.82,1472.59,521.97,225.54,248.17
Dichrostachys,cinerea,Aroma,Dichrostachys cinerea,25.09,12.5,61.56,239.9,35.03,14.33,880.26,513.24,22.33,162.98
Dicksonia,antarctica,Soft Tree-Fern,Dicksonia antarctica,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dicksonia,fibrosa,Wooly tree fern,Dicksonia fibrosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dicksonia,squarrosa,Rough tree fern,Dicksonia squarrosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dictyoloma,vandellianum,tingui,Dictyoloma vandellianum,22.2,10.83,68.92,154.15,29.54,13.74,1362.65,592.07,129.19,302.74
Dictyosperma,album,Hurricane palm,Dictyosperma album,20.61,6.28,50.86,231.25,26.81,14.46,1548.33,666.1,189.1,430.7
Diervilla,lonicera,Northern bush honeysuckle,Diervilla lonicera,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diervilla,rivularis,Mountain bush honeysuckle,Diervilla rivularis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diervilla,sessilifolia,Southern bush honeysuckle,Diervilla sessilifolia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dillenia,alata,Red Beech,Dillenia alata,25.66,7.95,58.15,195.63,32.2,18.41,1791.97,1059.74,68.22,455.32
Dillenia,indica,Chalta,Dillenia indica,24.17,9.15,62.91,217.44,31.65,15.69,1982.9,908.22,193.1,524.8
Dillenia,obovata,Simpuh Beludu,Dillenia obovata,26.4,8.46,74.71,80.69,32.41,20.88,2245.89,961.89,196.44,679.15
Dillenia,ovata,Ovate dillenia,Dillenia ovata,25.98,8.41,69.71,144.56,32.14,19.02,2105.27,924.77,218.14,615.29
Dillenia,suffruticosa,Shrubby dillenia,Dillenia suffruticosa,26.78,7.99,86.43,42.7,31.6,22.35,2777.9,960.12,482.5,1012.95
Dilodendron,costaricense,Loro,Dilodendron costaricense,25.34,9.68,78.97,62.86,31.86,19.57,2335.56,989.82,134.45,649.48
Dimocarpus,longan,longan,Dimocarpus longan,23.27,7.24,52.21,295.29,30.55,15.03,2318.94,1128.8,205.05,578.72
Dioecrescis,erythroclada,Dioecrescis erythroclada,Dioecrescis erythroclada,25.28,10.96,55.2,221.42,34.57,14.46,1258.89,629.22,24.56,219.55
Dioon,spinulosum,Giant dioon,Dioon spinulosum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diospyros,areolata,Bo tree,Diospyros areolata,26.29,7.78,81.86,56.68,31.32,21.61,2577.33,931.13,387.07,925.29
Diospyros,blancoi,Mabolo,Diospyros blancoi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diospyros,buxifolia,Chinnathuvarai,Diospyros buxifolia,25.15,8.33,83.18,56.54,30.41,20.22,2723.72,1013.08,403.88,914.58
Diospyros,cathayensis,Diospyros cathayensis,Diospyros cathayensis,15.64,7.35,26.71,734.16,29.19,1.66,1332.91,679.09,81.18,167.92
Diospyros,compacta,Australian Ebony,Diospyros compacta,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diospyros,dasyphylla,Chan Khao,Diospyros dasyphylla,23.12,8.73,52.91,241.3,31.13,14.04,1344.67,678.92,53.33,282.8
Diospyros,decandra,Ebony tree,Diospyros decandra,26.47,9.9,57.26,169.96,34.67,17.4,1426.25,700.75,19.75,275.86
Diospyros,dictyoneura,Diospyros dictyoneura,Diospyros dictyoneura,26.68,8.09,83.79,51.71,31.92,22.15,3048.69,1101.08,484.85,1084.31
Diospyros,ebenum,Ebony,Diospyros ebenum,25.34,8.68,62.67,190.49,32.19,17.89,1875.8,912.3,143.5,472.1
Diospyros,ehretioides,Maphlap Dong,Diospyros ehretioides,25.52,9.77,54.55,215.55,33.87,15.89,1575.1,852.55,29.55,309.29
Diospyros,foliosa,Anume,Diospyros foliosa,24.51,8.16,77.1,89.96,29.91,19.25,2742.12,858.09,511.41,892.48
Diospyros,glandulosa,Diospyros glandulosa,Diospyros glandulosa,22.91,10.77,53.49,230.63,32.2,11.9,1089.69,535.58,21.73,185.8
Diospyros,gracilis,Diospyros gracilis,Diospyros gracilis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diospyros,hillebrandii,Elama,Diospyros hillebrandii,19.49,6.65,57.44,163.14,25.1,13.53,1186.83,432.0,135.0,355.75
Diospyros,inconstans,Antillean ebony,Diospyros inconstans,23.09,10.0,66.04,183.13,30.61,15.08,1373.69,571.97,139.42,313.77
Diospyros,japonica,Silky persimmon,Diospyros japonica,15.41,7.65,28.68,706.77,28.83,1.74,1891.49,771.89,188.29,263.05
Diospyros,kaki,Japanese persimmon,Diospyros kaki,14.39,9.0,31.35,753.37,29.05,-0.43,1391.48,590.99,141.7,169.9
Diospyros,lanceifolia,Common malayan ebony,Diospyros lanceifolia,26.33,8.25,88.12,37.47,31.22,21.87,3476.67,1176.83,600.33,1242.95
Diospyros,lotus,Date Plum,Diospyros lotus,12.52,9.45,30.24,826.73,28.1,-3.59,1259.16,580.78,121.3,142.45
Diospyros,malabarica,Indian Persimmon,Diospyros malabarica,25.21,9.37,55.8,226.96,33.43,15.97,1515.52,782.61,56.75,325.75
Diospyros,maritima,Malaysian persimmon,Diospyros maritima,26.67,9.0,57.64,204.27,33.65,18.01,1421.27,894.22,24.3,336.54
Diospyros,melanoxylon,Diospyros melanoxylon,Diospyros melanoxylon,24.48,11.41,50.34,330.65,36.07,12.74,1299.68,969.16,9.58,214.14
Diospyros,mespiliformis,Ebony diospyros,Diospyros mespiliformis,26.88,11.85,63.01,200.58,36.61,17.53,936.22,545.93,14.73,177.78
Diospyros,mollis,Diospyros mollis,Diospyros mollis,25.62,9.53,57.76,180.69,33.57,16.73,1294.48,648.24,45.55,277.45
Diospyros,montana,Tomal,Diospyros montana,25.87,9.49,55.32,237.63,34.24,16.64,1331.69,741.58,46.12,282.97
Diospyros,nigra,Black sapote,Diospyros nigra,23.67,10.8,65.81,181.73,31.95,15.35,1772.01,845.15,106.54,397.34
Diospyros,oleifera,Diospyros oleifera,Diospyros oleifera,18.06,7.89,27.14,779.49,32.43,3.25,1519.52,697.52,148.81,180.24
Diospyros,pilosanthera,Black Ebony,Diospyros pilosanthera,26.34,7.89,78.93,71.95,31.69,21.43,2565.57,975.45,356.07,881.72
Diospyros,revoluta,Black apple,Diospyros revoluta,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diospyros,rhodocalyx,Black-barked ebony,Diospyros rhodocalyx,25.46,10.92,55.55,213.28,34.68,14.87,1177.93,586.07,23.29,204.83
Diospyros,samoensis,Auauli,Diospyros samoensis,22.88,6.97,59.82,189.18,28.7,16.66,2086.73,804.36,301.93,671.12
Diospyros,sandwicensis,Lama,Diospyros sandwicensis,21.26,7.89,65.14,139.01,27.1,15.04,1691.07,641.93,238.88,483.45
Diospyros,sintenisii,Chinese persimmon,Diospyros sintenisii,23.81,11.97,76.63,130.61,31.19,15.59,1789.71,690.57,206.86,392.57
Diospyros,texana,Texas persimmon,Diospyros texana,19.7,13.07,41.43,684.52,34.68,3.08,731.38,257.85,118.81,79.7
Diospyros,undulata,Diospyros undulata,Diospyros undulata,24.47,9.65,58.13,205.26,32.45,15.33,1695.1,904.0,42.8,365.73
Diospyros,virginiana,Common persimmon,Diospyros virginiana,15.68,12.23,36.94,794.33,32.14,-1.3,1185.62,366.45,229.72,125.64
Diospyros,wallichii,Diospyros wallichii,Diospyros wallichii,26.19,8.39,77.32,67.54,31.97,20.96,2412.13,955.18,275.9,763.1
Dipelta,yunnansensis,Yunnan honeysuckle,Dipelta yunnansensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diphysa,americana,Guachipilin,Diphysa americana,23.97,11.05,68.81,154.06,32.05,15.81,1716.44,841.57,81.51,388.48
Diphysa,carthagenensis,Diphysa carthagenensis,Diphysa carthagenensis,25.84,12.29,68.93,179.4,34.66,16.75,1183.86,545.23,87.66,229.34
Diphysa,suberosa,Diphysa suberosa,Diphysa suberosa,21.42,15.21,65.54,240.31,32.83,9.35,927.9,585.71,22.35,146.62
Diphysa,thurberi,Thurber's diphysa,Diphysa thurberi,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diplacus,calycinus,Kaweah river bush monkeyflower,Diplacus calycinus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diplacus,grandiflorus,Largeflower bush monkeyflower,Diplacus grandiflorus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diplacus,linearis,Chaparral bush monkeyflower,Diplacus linearis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diplacus,lompocensis,Lompoc mesa bush monkeyflower,Diplacus lompocensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diplacus,longiflorus,Southern bush monkeyflower,Diplacus longiflorus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diplacus,puniceus,Red bush monkeyflower,Diplacus puniceus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diplacus,rutilus,Santa susana bush monkeyflower,Diplacus rutilus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diplopterys,lucida,Paralejo de monte,Diplopterys lucida,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Diplostephium,rosmarinifolium,Romero blanco,Diplostephium rosmarinifolium,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dipterocarpus,alatus,Hairy-leafed apitong,Dipterocarpus alatus,26.37,8.74,60.64,156.53,33.53,18.85,1777.93,898.64,114.0,433.51
Dipterocarpus,caudatus,Dipterocarpus caudatus,Dipterocarpus caudatus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dipterocarpus,costatus,Garjan,Dipterocarpus costatus,24.84,9.34,55.34,220.89,32.69,15.32,2017.18,1105.35,64.53,445.13
Dipterocarpus,dyeri,Dipterocarpus dyeri,Dipterocarpus dyeri,26.68,8.38,73.7,84.11,32.67,21.21,2224.57,966.86,194.71,657.87
Dipterocarpus,intricatus,Indochinese keruing,Dipterocarpus intricatus,26.86,8.98,58.38,171.19,34.21,18.75,1673.33,892.62,27.24,377.8
Dipterocarpus,kerrii,Kerr's keruing,Dipterocarpus kerrii,26.6,8.12,82.69,54.95,31.85,21.98,2383.15,840.23,390.31,820.54
Dipterocarpus,obtusifolius,Dipterocarpus obtusifolius,Dipterocarpus obtusifolius,24.9,9.43,56.43,205.32,32.86,15.69,1668.16,899.14,37.74,364.4
Dipterocarpus,tuberculatus,Eng gurjuntree,Dipterocarpus tuberculatus,23.9,10.41,53.19,224.03,33.21,13.45,1258.0,622.24,23.06,232.01
Dipterocarpus,turbinatus,East Indian copaiba balsam,Dipterocarpus turbinatus,23.42,10.55,53.2,272.79,32.24,12.23,1631.0,828.44,46.67,296.41
Dipteronia,sinensis,Dipteronia,Dipteronia sinensis,13.23,8.81,28.5,813.75,28.47,-2.4,996.39,453.82,61.5,115.1
Dipteryx,odorata,Sarrapia,Dipteryx odorata,25.83,9.87,76.34,65.65,32.51,19.36,2209.76,923.77,198.87,599.84
Dipteryx,oleífera,Tonka bean,Dipteryx oleífera,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dirca,occidentalis,Western leatherwood,Dirca occidentalis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dirca,palustris,Eastern leatherwood,Dirca palustris,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Discaria,toumatou,Matagouri,Discaria toumatou,9.35,10.61,47.98,421.22,20.97,-1.12,1287.52,414.06,240.31,207.05
Discocalyx,ponapensis,Discocalyx ponapensis,Discocalyx ponapensis,26.73,7.39,86.9,13.3,30.87,22.37,4578.0,1324.67,907.0,1796.66
Discoglypremna,caloneura,Discoglypremna caloneura,Discoglypremna caloneura,24.87,8.78,71.08,101.71,31.24,18.83,1955.51,833.23,93.27,563.67
Diselma,archeri,Cheshunt pine,Diselma archeri,6.55,8.26,47.92,327.85,16.69,-0.52,1834.68,592.15,301.4,385.29
Dissochaeta,divaricata,Dissochaeta divaricata,Dissochaeta divaricata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Distylium,racemosum,Distylium racemosum,Distylium racemosum,15.3,7.23,27.18,713.56,28.42,1.68,2205.58,910.83,239.35,296.79
Ditrysinia,fruticosa,Gulf sebastian-bush,Ditrysinia fruticosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ditta,myricoides,Jaboncillo,Ditta myricoides,20.88,8.73,69.48,135.16,26.77,14.27,1780.5,611.95,243.0,500.4
Docyniopsis,tschonoskii,Pillar apple,Docyniopsis tschonoskii,10.95,8.95,28.27,832.25,27.07,-4.58,1635.67,640.38,191.49,182.61
Dodonaea,viscosa,Florida hopbush,Dodonaea viscosa,16.99,12.46,50.65,460.21,30.07,5.05,621.83,237.0,90.6,98.73
Dolichandrone,falcata,Dolichandrone falcata,Dolichandrone falcata,25.58,11.73,53.29,265.1,36.82,14.62,1237.85,867.92,11.23,191.73
Dolichandrone,serrulata,Dolichandrone serrulata,Dolichandrone serrulata,26.69,8.95,54.86,207.79,34.2,17.9,1749.5,1076.0,19.0,360.54
Dolichandrone,spathacea,mangrove trumpet,Dolichandrone spathacea,25.62,7.78,71.34,121.36,31.19,19.83,2278.34,912.38,313.09,739.84
Dombeya,acutangula,Bois bete,Dombeya acutangula,22.52,9.19,61.0,202.3,29.64,14.74,1194.38,600.22,94.45,291.55
Dombeya,cacuminum,Strawberry snowball tree,Dombeya cacuminum,18.37,10.22,62.42,247.16,26.24,9.67,1247.0,648.67,99.22,267.33
Dombeya,elegans,Dombeya elegans,Dombeya elegans,17.35,6.2,49.6,242.06,23.8,11.31,1620.23,700.88,203.56,447.31
Dombeya,tiliacea,Cape Wedding Bells,Dombeya tiliacea,18.6,10.8,55.67,299.19,27.12,7.71,940.17,381.96,92.23,175.77
Dombeya,wallichii,Dombeya,Dombeya wallichii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Doryphora,sassafras,New South Wales Sassafras,Doryphora sassafras,15.07,9.26,46.63,395.14,24.74,4.9,1318.03,478.4,190.57,233.07
Dovyalis,abyssinica,Abyssinian Gooseberry,Dovyalis abyssinica,16.59,11.32,74.22,109.01,24.38,9.06,1078.85,485.18,79.26,247.45
Dovyalis,hebecarpa,Ceylon gooseberry,Dovyalis hebecarpa,22.38,9.35,67.66,176.68,29.47,14.94,1684.52,696.72,155.36,416.19
Dracaena,arborea,Tree dracaena,Dracaena arborea,25.82,9.36,69.89,120.87,33.13,19.67,1566.2,696.81,74.85,419.78
Dracaena,aurea,Golden hala pepe,Dracaena aurea,19.32,7.28,58.1,177.27,25.39,12.86,1109.2,467.33,116.67,304.27
Dracaena,cambodiana,Dracaena cambodiana,Dracaena cambodiana,24.47,8.6,50.11,295.52,32.4,14.75,1742.5,983.17,51.67,346.21
Dracaena,cochinchinensis,Dragon blood tree,Dracaena cochinchinensis,23.34,8.39,45.07,370.16,31.81,12.9,1467.81,821.19,59.48,269.6
Dracaena,draco,Canary Island dragon tree,Dracaena draco,17.54,6.52,45.07,287.77,25.47,10.99,674.02,274.39,68.62,162.49
Dracaena,fernaldii,Lanai hala pepe,Dracaena fernaldii,19.35,8.85,69.53,129.67,25.44,12.72,1858.2,728.0,218.6,500.36
Dracaena,forbesii,Waianae range hala pepe,Dracaena forbesii,21.07,7.7,62.83,149.55,27.0,14.75,1407.5,584.0,173.0,390.17
Dracaena,fragrans,Fragrant dracaena,Dracaena fragrans,23.24,9.64,71.62,140.21,30.35,16.36,1766.02,737.16,168.12,483.03
Dracaena,halaapepe,Royal hala pepe,Dracaena halaapepe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dracaena,konaensis,Hawai'i hala pepe,Dracaena konaensis,19.79,9.65,71.94,128.0,26.18,12.76,1788.4,683.2,263.4,456.24
Dracaena,multiflora,Dracaena multiflora,Dracaena multiflora,26.28,7.84,76.27,72.15,31.69,21.3,2379.36,942.93,264.93,818.91
Dracaena,reflexa,Song of India,Dracaena reflexa,21.92,9.17,62.17,218.82,28.98,14.15,1669.4,796.48,160.51,406.21
Dracaena,reflexa v. angustifolia,Madagascar dragon tree,Dracaena reflexa v. angustifolia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dracaena,rockii,Maui hala pepe,Dracaena rockii,16.96,7.72,65.66,131.8,22.6,10.86,1584.38,601.75,203.88,465.25
Dracaena,sanderiana,Dracena,Dracaena sanderiana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dracaena,steudneri,Bush nightfighter,Dracaena steudneri,18.74,11.09,74.36,108.37,26.31,11.2,1313.97,580.83,103.14,306.94
Dracaena,surculosa,Gold dust dracaena,Dracaena surculosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dracontomelon,dao,Argus pheasant tree,Dracontomelon dao,26.01,7.98,82.67,55.78,31.04,21.29,2691.2,929.19,435.63,943.02
Dracontomelon,duperreanum,Cay Sau,Dracontomelon duperreanum,22.76,7.01,34.89,495.78,31.98,11.76,1690.21,879.64,94.21,290.84
Dracophyllum,arboreum,Chatham Island grass tree,Dracophyllum arboreum,11.19,6.61,46.29,272.5,18.72,4.45,1051.82,325.0,207.36,259.15
Dracophyllum,elegantissimum,Grass tree,Dracophyllum elegantissimum,10.05,8.25,45.51,345.36,19.45,1.35,2812.21,889.84,550.78,550.88
Dracophyllum,filifolium,Inanga,Dracophyllum filifolium,8.89,8.82,46.39,365.41,19.18,0.21,2085.31,647.0,408.59,390.6
Dracophyllum,fiordense,Fiordland grass tree,Dracophyllum fiordense,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dracophyllum,latifolium,Neinei,Dracophyllum latifolium,11.59,8.08,46.42,340.07,20.86,3.47,2011.94,617.01,403.44,407.63
Dracophyllum,lessonianum,Dracophyllum lessonianum,Dracophyllum lessonianum,14.63,7.58,47.74,292.68,22.93,7.16,1519.9,511.71,285.5,339.24
Dracophyllum,longifolium,Dracophyllum longifolium,Dracophyllum longifolium,8.28,8.55,45.66,366.62,18.2,-0.53,2708.1,874.7,503.45,514.77
Dracophyllum,longifolium v. cockayneanum,Dracophyllum cockayneanum,Dracophyllum longifolium v. cockayneanum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dracophyllum,oliveri,Dracophyllum oliveri,Dracophyllum oliveri,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dracophyllum,scoparium,Dracophyllum scoparium,Dracophyllum scoparium,9.27,5.9,47.71,238.77,15.94,3.48,1187.23,342.08,251.62,361.55
Dracophyllum,sinclairii,Gumland grass tree,Dracophyllum sinclairii,14.1,7.5,46.49,309.47,22.51,6.43,1644.24,540.31,315.83,356.1
Dracophyllum,strictum,Totorowhiti,Dracophyllum strictum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dracophyllum,townsonii,Dracophyllum townsonii,Dracophyllum townsonii,9.85,8.35,46.03,354.1,19.54,1.42,2572.47,766.38,523.47,502.81
Dracophyllum,traversii,Mountain einei,Dracophyllum traversii,8.21,9.03,45.88,377.79,18.6,-1.08,3110.32,1001.14,588.02,562.52
Dracophyllum,trimorphum,Inaka,Dracophyllum trimorphum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dracophyllum,urvilleanum,D’urvilles grass tree,Dracophyllum urvilleanum,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Drimys,aromatica,Mountain Pepper,Drimys aromatica,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Drimys,granadensis,Canelo de páramo,Drimys granadensis,13.52,9.35,79.36,64.47,19.42,7.49,1867.19,755.57,169.52,570.93
Drimys,winteri,Canelo,Drimys winteri,13.36,10.55,62.37,226.37,22.38,5.09,1498.81,689.61,112.33,341.31
Drypetes,alba,Cafeillo,Drypetes alba,23.48,10.42,74.09,129.09,30.16,16.1,1542.67,559.95,183.05,370.34
Drypetes,carolinensis,Drypetes carolinensis,Drypetes carolinensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Drypetes,diversifolia,Milkbark,Drypetes diversifolia,24.86,6.65,44.53,300.28,31.91,17.01,1223.11,483.33,131.33,275.27
Drypetes,dolichocarpa,Drypetes dolichocarpa,Drypetes dolichocarpa,26.86,5.5,72.96,63.41,30.5,22.95,2175.0,960.0,252.5,962.13
Drypetes,glauca,Varital,Drypetes glauca,23.22,9.75,72.94,130.58,29.62,16.31,1983.66,715.14,253.21,516.26
Drypetes,ilicifolia,Rosewood,Drypetes ilicifolia,25.43,11.71,77.3,127.71,32.7,17.57,1685.0,529.0,245.5,375.69
Drypetes,lateriflora,Guiana palm,Drypetes lateriflora,24.39,11.93,64.5,234.69,33.44,14.64,1267.33,571.45,102.68,244.03
Drypetes,nitida,Kevert,Drypetes nitida,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Drypetes,vitiensis,Drypetes vitiensis,Drypetes vitiensis,25.25,5.44,58.83,141.83,29.85,20.6,2146.0,740.0,331.5,777.2
Drypetes,yapensis,Drypetes yapensis,Drypetes yapensis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Duabanga,grandiflora,Duabanga,Duabanga grandiflora,22.85,9.64,52.35,302.38,31.23,12.27,1840.05,1018.78,68.76,355.31
Dubautia,arborea,Mauna kea dubautia,Dubautia arborea,13.89,10.34,72.89,134.12,20.79,6.61,1195.89,467.67,112.33,302.36
Dubautia,ciliolata,Lava dubautia,Dubautia ciliolata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,dolosa,Maui dubautia,Dubautia dolosa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,imbricata,Bog dubautia,Dubautia imbricata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,knudsenii,Forest dubautia,Dubautia knudsenii,17.11,6.42,54.93,169.71,22.71,11.02,3301.9,1160.5,490.6,996.59
Dubautia,laevigata,Smooth dubautia,Dubautia laevigata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,laxa,Na'ena'e pua melemele,Dubautia laxa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,linearis,Shrubland dubautia,Dubautia linearis,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,menziesii,Mountain dubautia,Dubautia menziesii,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,microcephala,Kauai dubautia,Dubautia microcephala,15.65,6.98,54.77,189.93,21.8,9.05,1140.0,503.0,102.5,309.38
Dubautia,paleata,Na'ena'e pua kea,Dubautia paleata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,pauciflorula,Wahiawa bog dubautia,Dubautia pauciflorula,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,plantaginea,Plantainleaf dubautia,Dubautia plantaginea,20.04,7.58,63.46,136.38,25.8,13.96,2942.25,1041.5,421.88,893.47
Dubautia,platyphylla,Cinderslope dubautia,Dubautia platyphylla,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,raillardioides,Na'ena'e 'ula,Dubautia raillardioides,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,reticulata,Netvein dubautia,Dubautia reticulata,12.81,8.09,68.18,128.19,18.35,6.5,1650.5,613.5,191.5,489.87
Dubautia,scabra ssp. leiophylla,Molokai dubautia,Dubautia scabra ssp. leiophylla,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,sherffiana,Waianae range dubautia,Dubautia sherffiana,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,syndetica,Wahiawa dubautia,Dubautia syndetica,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,x demissifolia,Dubautia x demissifolia,Dubautia x demissifolia,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,x fallax,Dubautia x fallax,Dubautia x fallax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Dubautia,x media,Dubautia x media,Dubautia x media,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Duguetia,lanceolata,Araticum-bravo,Duguetia lanceolata,20.31,10.82,59.64,250.28,28.63,10.46,1461.84,597.65,174.39,277.02
Duranta,erecta,Golden dewdrops,Duranta erecta,20.77,11.71,57.88,325.81,31.22,9.99,1163.53,531.03,106.79,223.56
Duranta,mutisii,Espino negro,Duranta mutisii,14.35,10.6,81.92,39.69,20.73,7.75,1220.62,461.05,145.32,340.37
Durio,zibethinus,Durian,Durio zibethinus,25.96,8.27,81.34,60.56,31.27,20.88,2470.1,905.62,355.6,836.97
Dussia,lehmannii,Fruta de sabalo,Dussia lehmannii,22.26,8.77,87.75,36.92,27.37,17.36,3121.98,1113.97,439.77,1087.06
Dyera,costulata,Hill jelutong,Dyera costulata,25.94,8.16,89.08,33.42,30.7,21.54,2825.74,888.09,505.57,1038.09
Dypsis,baronii,Sugar cane palm,Dypsis baronii,20.04,10.43,65.18,232.87,27.64,11.6,1704.33,889.5,135.55,368.74
Dypsis,decaryi,Triangle palm,Dypsis decaryi,22.87,11.72,58.53,343.12,32.66,12.08,884.63,405.0,88.95,180.97
